file_name,label
0,spoof
1,spoof
2,spoof
3,spoof
4,bonafide
5,bonafide
6,spoof
7,bonafide
8,bonafide
9,bonafide
10,spoof
11,bonafide
12,bonafide
13,spoof
14,bonafide
15,spoof
16,spoof
17,spoof
18,bonafide
19,spoof
20,bonafide
21,spoof
22,bonafide
23,bonafide
24,spoof
25,spoof
26,bonafide
27,bonafide
28,bonafide
29,bonafide
30,bonafide
31,spoof
32,spoof
33,bonafide
34,spoof
35,spoof
36,bonafide
37,bonafide
38,bonafide
39,bonafide
40,spoof
41,spoof
42,spoof
43,spoof
44,bonafide
45,bonafide
46,bonafide
47,spoof
48,bonafide
49,bonafide
50,spoof
51,bonafide
52,bonafide
53,bonafide
54,bonafide
55,bonafide
56,bonafide
57,spoof
58,bonafide
59,spoof
60,spoof
61,spoof
62,spoof
63,spoof
64,bonafide
65,spoof
66,bonafide
67,bonafide
68,spoof
69,spoof
70,bonafide
71,bonafide
72,bonafide
73,bonafide
74,bonafide
75,bonafide
76,spoof
77,bonafide
78,bonafide
79,spoof
80,bonafide
81,spoof
82,bonafide
83,bonafide
84,bonafide
85,bonafide
86,bonafide
87,bonafide
88,bonafide
89,bonafide
90,bonafide
91,spoof
92,spoof
93,bonafide
94,bonafide
95,bonafide
96,bonafide
97,bonafide
98,bonafide
99,bonafide
100,bonafide
101,spoof
102,bonafide
103,spoof
104,bonafide
105,bonafide
106,bonafide
107,spoof
108,bonafide
109,bonafide
110,spoof
111,bonafide
112,bonafide
113,bonafide
114,spoof
115,bonafide
116,spoof
117,spoof
118,spoof
119,bonafide
120,bonafide
121,bonafide
122,spoof
123,bonafide
124,bonafide
125,bonafide
126,spoof
127,spoof
128,spoof
129,bonafide
130,bonafide
131,bonafide
132,spoof
133,bonafide
134,bonafide
135,spoof
136,spoof
137,bonafide
138,spoof
139,spoof
140,bonafide
141,bonafide
142,bonafide
143,bonafide
144,spoof
145,bonafide
146,spoof
147,bonafide
148,spoof
149,bonafide
150,spoof
151,bonafide
152,bonafide
153,spoof
154,bonafide
155,spoof
156,bonafide
157,bonafide
158,bonafide
159,spoof
160,bonafide
161,bonafide
162,bonafide
163,spoof
164,bonafide
165,spoof
166,bonafide
167,bonafide
168,bonafide
169,bonafide
170,spoof
171,bonafide
172,spoof
173,bonafide
174,spoof
175,spoof
176,bonafide
177,bonafide
178,bonafide
179,spoof
180,bonafide
181,bonafide
182,spoof
183,bonafide
184,spoof
185,bonafide
186,spoof
187,bonafide
188,spoof
189,bonafide
190,spoof
191,spoof
192,bonafide
193,spoof
194,bonafide
195,bonafide
196,bonafide
197,bonafide
198,bonafide
199,bonafide
200,bonafide
201,bonafide
202,bonafide
203,bonafide
204,bonafide
205,bonafide
206,bonafide
207,spoof
208,bonafide
209,spoof
210,bonafide
211,spoof
212,bonafide
213,bonafide
214,spoof
215,spoof
216,bonafide
217,bonafide
218,bonafide
219,bonafide
220,bonafide
221,bonafide
222,bonafide
223,bonafide
224,spoof
225,spoof
226,spoof
227,bonafide
228,bonafide
229,spoof
230,bonafide
231,spoof
232,bonafide
233,bonafide
234,bonafide
235,bonafide
236,spoof
237,bonafide
238,bonafide
239,bonafide
240,bonafide
241,bonafide
242,bonafide
243,bonafide
244,bonafide
245,bonafide
246,spoof
247,bonafide
248,bonafide
249,bonafide
250,bonafide
251,spoof
252,bonafide
253,spoof
254,bonafide
255,bonafide
256,bonafide
257,spoof
258,bonafide
259,bonafide
260,bonafide
261,spoof
262,bonafide
263,bonafide
264,bonafide
265,spoof
266,bonafide
267,spoof
268,bonafide
269,spoof
270,spoof
271,spoof
272,bonafide
273,spoof
274,bonafide
275,spoof
276,bonafide
277,spoof
278,spoof
279,bonafide
280,bonafide
281,bonafide
282,spoof
283,spoof
284,bonafide
285,spoof
286,bonafide
287,spoof
288,bonafide
289,bonafide
290,bonafide
291,bonafide
292,spoof
293,spoof
294,spoof
295,spoof
296,spoof
297,spoof
298,bonafide
299,bonafide
300,bonafide
301,bonafide
302,spoof
303,spoof
304,bonafide
305,bonafide
306,bonafide
307,spoof
308,bonafide
309,bonafide
310,spoof
311,bonafide
312,spoof
313,bonafide
314,bonafide
315,bonafide
316,bonafide
317,spoof
318,spoof
319,spoof
320,bonafide
321,bonafide
322,bonafide
323,bonafide
324,spoof
325,bonafide
326,bonafide
327,bonafide
328,bonafide
329,bonafide
330,bonafide
331,bonafide
332,bonafide
333,bonafide
334,bonafide
335,bonafide
336,bonafide
337,bonafide
338,spoof
339,spoof
340,bonafide
341,spoof
342,spoof
343,bonafide
344,spoof
345,bonafide
346,spoof
347,spoof
348,bonafide
349,spoof
350,bonafide
351,spoof
352,bonafide
353,spoof
354,spoof
355,bonafide
356,bonafide
357,spoof
358,bonafide
359,bonafide
360,bonafide
361,spoof
362,bonafide
363,bonafide
364,bonafide
365,bonafide
366,bonafide
367,bonafide
368,spoof
369,bonafide
370,bonafide
371,bonafide
372,spoof
373,bonafide
374,spoof
375,spoof
376,bonafide
377,bonafide
378,bonafide
379,bonafide
380,spoof
381,bonafide
382,bonafide
383,bonafide
384,bonafide
385,bonafide
386,bonafide
387,bonafide
388,bonafide
389,bonafide
390,spoof
391,spoof
392,spoof
393,spoof
394,bonafide
395,spoof
396,bonafide
397,spoof
398,spoof
399,spoof
400,bonafide
401,bonafide
402,spoof
