file_name,label
ADD_E1_00000000,spoof
ADD_E1_00000001,bonafide
ADD_E1_00000002,bonafide
ADD_E1_00000003,bonafide
ADD_E1_00000004,bonafide
ADD_E1_00000005,spoof
ADD_E1_00000006,spoof
ADD_E1_00000007,spoof
ADD_E1_00000008,spoof
ADD_E1_00000009,bonafide
ADD_E1_00000010,spoof
ADD_E1_00000011,spoof
ADD_E1_00000012,spoof
ADD_E1_00000013,bonafide
ADD_E1_00000014,spoof
ADD_E1_00000015,bonafide
ADD_E1_00000016,spoof
ADD_E1_00000017,spoof
ADD_E1_00000018,bonafide
ADD_E1_00000019,spoof
ADD_E1_00000020,spoof
ADD_E1_00000021,spoof
ADD_E1_00000022,spoof
ADD_E1_00000023,bonafide
ADD_E1_00000024,spoof
ADD_E1_00000025,spoof
ADD_E1_00000026,spoof
ADD_E1_00000027,spoof
ADD_E1_00000028,spoof
ADD_E1_00000029,bonafide
ADD_E1_00000030,spoof
ADD_E1_00000031,spoof
ADD_E1_00000032,bonafide
ADD_E1_00000033,spoof
ADD_E1_00000034,spoof
ADD_E1_00000035,bonafide
ADD_E1_00000036,spoof
ADD_E1_00000037,spoof
ADD_E1_00000038,spoof
ADD_E1_00000039,spoof
ADD_E1_00000040,spoof
ADD_E1_00000041,spoof
ADD_E1_00000042,bonafide
ADD_E1_00000043,spoof
ADD_E1_00000044,spoof
ADD_E1_00000045,bonafide
ADD_E1_00000046,spoof
ADD_E1_00000047,spoof
ADD_E1_00000048,spoof
ADD_E1_00000049,bonafide
ADD_E1_00000050,spoof
ADD_E1_00000051,spoof
ADD_E1_00000052,spoof
ADD_E1_00000053,bonafide
ADD_E1_00000054,bonafide
ADD_E1_00000055,spoof
ADD_E1_00000056,spoof
ADD_E1_00000057,spoof
ADD_E1_00000058,bonafide
ADD_E1_00000059,spoof
ADD_E1_00000060,spoof
ADD_E1_00000061,spoof
ADD_E1_00000062,spoof
ADD_E1_00000063,spoof
ADD_E1_00000064,spoof
ADD_E1_00000065,spoof
ADD_E1_00000066,spoof
ADD_E1_00000067,bonafide
ADD_E1_00000068,spoof
ADD_E1_00000069,spoof
ADD_E1_00000070,bonafide
ADD_E1_00000071,spoof
ADD_E1_00000072,spoof
ADD_E1_00000073,bonafide
ADD_E1_00000074,bonafide
ADD_E1_00000075,spoof
ADD_E1_00000076,spoof
ADD_E1_00000077,spoof
ADD_E1_00000078,spoof
ADD_E1_00000079,spoof
ADD_E1_00000080,spoof
ADD_E1_00000081,spoof
ADD_E1_00000082,bonafide
ADD_E1_00000083,spoof
ADD_E1_00000084,spoof
ADD_E1_00000085,bonafide
ADD_E1_00000086,spoof
ADD_E1_00000087,spoof
ADD_E1_00000088,spoof
ADD_E1_00000089,spoof
ADD_E1_00000090,spoof
ADD_E1_00000091,spoof
ADD_E1_00000092,bonafide
ADD_E1_00000093,spoof
ADD_E1_00000094,spoof
ADD_E1_00000095,spoof
ADD_E1_00000096,spoof
ADD_E1_00000097,spoof
ADD_E1_00000098,spoof
ADD_E1_00000099,spoof
ADD_E1_00000100,spoof
ADD_E1_00000101,spoof
ADD_E1_00000102,bonafide
ADD_E1_00000103,spoof
ADD_E1_00000104,spoof
ADD_E1_00000105,spoof
ADD_E1_00000106,spoof
ADD_E1_00000107,spoof
ADD_E1_00000108,bonafide
ADD_E1_00000109,spoof
ADD_E1_00000110,spoof
ADD_E1_00000111,spoof
ADD_E1_00000112,spoof
ADD_E1_00000113,spoof
ADD_E1_00000114,bonafide
ADD_E1_00000115,spoof
ADD_E1_00000116,spoof
ADD_E1_00000117,bonafide
ADD_E1_00000118,spoof
ADD_E1_00000119,spoof
ADD_E1_00000120,spoof
ADD_E1_00000121,spoof
ADD_E1_00000122,spoof
ADD_E1_00000123,bonafide
ADD_E1_00000124,spoof
ADD_E1_00000125,bonafide
ADD_E1_00000126,bonafide
ADD_E1_00000127,bonafide
ADD_E1_00000128,spoof
ADD_E1_00000129,spoof
ADD_E1_00000130,spoof
ADD_E1_00000131,spoof
ADD_E1_00000132,bonafide
ADD_E1_00000133,spoof
ADD_E1_00000134,spoof
ADD_E1_00000135,spoof
ADD_E1_00000136,spoof
ADD_E1_00000137,spoof
ADD_E1_00000138,bonafide
ADD_E1_00000139,spoof
ADD_E1_00000140,bonafide
ADD_E1_00000141,bonafide
ADD_E1_00000142,spoof
ADD_E1_00000143,spoof
ADD_E1_00000144,spoof
ADD_E1_00000145,spoof
ADD_E1_00000146,spoof
ADD_E1_00000147,bonafide
ADD_E1_00000148,spoof
ADD_E1_00000149,spoof
ADD_E1_00000150,spoof
ADD_E1_00000151,bonafide
ADD_E1_00000152,spoof
ADD_E1_00000153,spoof
ADD_E1_00000154,spoof
ADD_E1_00000155,spoof
ADD_E1_00000156,spoof
ADD_E1_00000157,bonafide
ADD_E1_00000158,spoof
ADD_E1_00000159,bonafide
ADD_E1_00000160,bonafide
ADD_E1_00000161,bonafide
ADD_E1_00000162,spoof
ADD_E1_00000163,spoof
ADD_E1_00000164,spoof
ADD_E1_00000165,bonafide
ADD_E1_00000166,spoof
ADD_E1_00000167,bonafide
ADD_E1_00000168,spoof
ADD_E1_00000169,spoof
ADD_E1_00000170,bonafide
ADD_E1_00000171,spoof
ADD_E1_00000172,bonafide
ADD_E1_00000173,spoof
ADD_E1_00000174,spoof
ADD_E1_00000175,spoof
ADD_E1_00000176,bonafide
ADD_E1_00000177,spoof
ADD_E1_00000178,bonafide
ADD_E1_00000179,spoof
ADD_E1_00000180,spoof
ADD_E1_00000181,spoof
ADD_E1_00000182,bonafide
ADD_E1_00000183,spoof
ADD_E1_00000184,bonafide
ADD_E1_00000185,spoof
ADD_E1_00000186,spoof
ADD_E1_00000187,bonafide
ADD_E1_00000188,spoof
ADD_E1_00000189,spoof
ADD_E1_00000190,bonafide
ADD_E1_00000191,spoof
ADD_E1_00000192,spoof
ADD_E1_00000193,spoof
ADD_E1_00000194,spoof
ADD_E1_00000195,bonafide
ADD_E1_00000196,spoof
ADD_E1_00000197,spoof
ADD_E1_00000198,bonafide
ADD_E1_00000199,spoof
ADD_E1_00000200,spoof
ADD_E1_00000201,bonafide
ADD_E1_00000202,spoof
ADD_E1_00000203,spoof
ADD_E1_00000204,bonafide
ADD_E1_00000205,bonafide
ADD_E1_00000206,bonafide
ADD_E1_00000207,bonafide
ADD_E1_00000208,spoof
ADD_E1_00000209,spoof
ADD_E1_00000210,spoof
ADD_E1_00000211,spoof
ADD_E1_00000212,bonafide
ADD_E1_00000213,spoof
